source,target,weight
11,2,3
13,2,3
21,2,3
26,2,3
33,2,3
2,4,3
5,4,3
7,4,3
9,4,3
13,4,3
2,5,3
4,5,3
10,5,3
13,5,3
31,5,3
2,6,3
5,6,3
29,6,3
39,6,3
2,7,3
4,7,3
5,7,3
10,7,3
16,7,3
2,8,3
13,8,3
16,8,3
29,8,3
2,9,3
5,9,3
10,9,3
11,9,3
13,9,3
14,9,3
24,9,3
42,9,3
2,10,3
13,10,3
21,10,3
25,10,3
26,10,3
29,10,3
31,10,3
36,10,3
2,11,3
6,11,3
8,11,3
14,11,3
17,11,3
22,11,3
33,11,3
39,11,3
2,13,3
5,13,3
10,13,3
11,13,3
21,13,3
25,13,3
2,14,3
5,14,3
7,14,3
13,14,3
24,14,3
6,15,3
13,15,3
22,15,3
33,15,3
2,16,3
4,16,3
5,16,3
10,16,3
6,17,3
15,17,3
22,17,3
37,17,3
2,19,3
6,19,3
11,19,3
13,19,3
39,19,3
2,21,3
10,21,3
13,21,3
26,21,3
31,21,3
2,22,3
10,22,3
11,22,3
13,22,3
15,22,3
10,23,3
11,23,3
24,23,3
28,23,3
29,23,3
2,24,3
5,24,3
10,24,3
11,24,3
13,24,3
16,24,3
28,24,3
2,25,3
5,25,3
6,25,3
10,25,3
13,26,3
14,26,3
17,26,3
23,26,3
6,27,3
26,27,3
33,27,3
37,27,3
2,28,3
4,28,3
5,28,3
10,28,3
10,29,3
23,29,3
24,29,3
37,29,3
2,31,3
15,31,3
17,31,3
25,31,3
2,33,3
8,33,3
16,33,3
2,36,3
6,36,3
10,36,3
22,36,3
26,36,3
2,37,3
10,37,3
11,37,3
22,37,3
26,37,3
2,39,3
8,39,3
10,39,3
11,39,3
16,39,3
22,39,3
29,39,3
5,42,3
7,42,3
13,42,3
24,42,3
27,42,3
