source,target,weight
7,2,3
10,2,3
11,2,3
13,2,3
26,2,3
37,2,3
2,4,3
8,4,3
10,4,3
11,4,3
13,4,3
19,4,3
29,4,3
31,4,3
2,5,3
6,5,3
9,5,3
10,5,3
11,5,3
13,5,3
25,5,3
26,5,3
28,5,3
29,5,3
33,5,3
2,6,3
10,6,3
11,6,3
13,6,3
2,7,3
8,7,3
10,7,3
11,7,3
13,7,3
2,8,3
4,8,3
10,8,3
11,8,3
13,8,3
14,8,3
19,8,3
29,8,3
39,8,3
2,9,3
7,9,3
10,9,3
11,9,3
13,9,3
19,9,3
37,9,3
2,10,3
5,10,3
11,10,3
24,10,3
36,10,3
2,11,3
13,11,3
14,11,3
37,11,3
2,13,3
4,13,3
10,13,3
11,13,3
14,13,3
24,13,3
26,13,3
29,13,3
2,14,3
6,14,3
13,14,3
37,14,3
39,14,3
2,15,3
11,15,3
28,15,3
42,15,3
2,16,3
10,16,3
11,16,3
13,16,3
26,16,3
29,16,3
42,16,3
2,17,3
6,17,3
10,17,3
11,17,3
23,17,3
31,17,3
2,19,3
5,19,3
6,19,3
10,19,3
11,19,3
25,19,3
26,19,3
28,19,3
29,19,3
39,19,3
2,21,3
5,21,3
6,21,3
11,21,3
25,21,3
39,21,3
2,22,3
10,22,3
11,22,3
13,22,3
16,22,3
33,22,3
2,23,3
5,23,3
10,23,3
14,23,3
24,23,3
2,24,3
4,24,3
10,24,3
11,24,3
13,24,3
14,24,3
29,24,3
2,25,3
6,25,3
9,25,3
10,25,3
17,25,3
2,26,3
6,26,3
10,26,3
23,26,3
33,26,3
2,27,3
10,27,3
11,27,3
14,27,3
22,27,3
2,28,6
5,28,3
8,28,3
9,28,3
10,28,3
11,28,3
17,28,3
19,28,3
24,28,3
39,28,3
2,29,3
13,29,3
22,29,3
23,29,3
37,29,3
2,31,3
11,31,3
13,31,3
22,31,3
28,31,3
2,33,3
6,33,3
11,33,3
13,33,3
31,33,3
2,36,3
10,36,3
11,36,3
19,36,3
24,36,3
2,37,3
7,37,3
8,37,3
10,37,3
11,37,3
14,37,3
22,37,3
2,39,3
4,39,3
11,39,3
13,39,3
19,39,3
24,39,3
26,39,3
2,42,3
4,42,3
10,42,3
11,42,3
37,42,3
