source,target,weight
6,3,3
14,3,3
25,3,3
35,3,3
39,3,3
45,3,3
6,5,3
14,5,3
23,5,3
25,5,3
27,5,3
32,5,3
35,5,3
44,5,3
25,6,3
27,6,3
32,6,3
37,6,3
44,6,3
5,7,3
6,7,3
25,7,3
32,7,3
35,7,3
48,7,3
7,9,3
14,9,3
17,9,3
25,9,3
35,9,3
41,9,3
42,9,3
45,9,3
5,10,3
6,10,3
14,10,3
25,10,3
27,10,3
37,10,3
39,10,3
6,11,3
16,11,3
25,11,3
27,11,3
35,11,3
42,11,3
3,14,3
11,14,3
17,14,3
25,14,3
27,14,3
35,14,3
9,16,3
17,16,3
25,16,3
29,16,3
35,16,3
44,16,3
14,17,3
22,17,3
25,17,3
31,17,3
32,17,3
35,17,3
3,22,3
6,22,3
14,22,3
25,22,9
31,22,3
32,22,6
41,22,3
44,22,3
14,23,3
25,23,3
27,23,3
32,23,3
35,23,3
6,25,3
10,25,3
23,25,3
27,25,3
32,25,3
35,25,3
6,27,3
9,27,3
14,27,3
16,27,3
25,27,3
29,27,3
32,27,3
35,27,3
37,27,3
44,27,3
17,29,3
22,29,3
25,29,3
41,29,3
44,29,3
14,31,3
22,31,3
25,31,3
47,31,3
48,31,3
6,32,3
14,32,3
25,32,3
35,32,3
41,32,3
6,35,3
14,35,3
17,35,3
22,35,3
25,35,3
29,35,3
45,35,3
5,37,3
9,37,3
25,37,3
27,37,3
32,37,3
39,37,3
14,39,3
25,39,3
27,39,3
31,39,3
32,39,3
10,41,3
14,41,3
25,41,3
27,41,3
35,41,3
37,41,3
3,42,3
6,42,3
14,42,3
25,42,3
32,42,3
35,42,3
5,44,3
10,44,3
11,44,3
14,44,3
17,44,3
25,44,3
27,44,3
37,44,3
6,45,3
7,45,3
22,45,3
25,45,3
32,45,3
35,45,3
39,45,3
14,47,3
22,47,3
25,47,3
35,47,3
44,47,3
5,48,3
14,48,3
22,48,3
23,48,3
25,48,3
27,48,3
35,48,3
