source,target,weight
14,3,3
22,3,3
25,3,3
29,3,3
35,3,3
37,3,3
11,5,3
14,5,3
22,5,3
25,5,3
48,5,3
11,6,3
17,6,3
25,6,3
37,6,3
45,6,3
47,6,3
14,7,3
25,7,3
27,7,3
32,7,3
35,7,3
41,7,3
44,7,3
14,9,3
22,9,3
25,9,3
37,9,3
42,9,3
14,10,3
22,10,3
25,10,3
42,10,3
47,10,3
7,11,3
14,11,3
16,11,3
25,11,3
35,11,3
3,14,3
11,14,3
16,14,3
25,14,3
35,14,3
11,16,3
14,16,3
22,16,3
25,16,3
39,16,3
9,17,3
14,17,3
25,17,3
27,17,3
44,17,3
45,17,3
14,22,3
25,22,3
32,22,3
39,22,3
14,23,3
25,23,3
27,23,3
31,23,3
35,23,3
44,23,3
47,23,3
6,25,3
7,25,3
11,25,3
14,25,3
22,25,3
47,25,3
6,27,3
7,27,3
11,27,3
14,27,3
25,27,3
7,29,3
14,29,3
22,29,3
25,29,3
32,29,3
14,31,3
22,31,3
23,31,3
25,31,3
42,31,3
3,32,3
9,32,3
10,32,3
14,32,6
25,32,6
27,32,3
31,32,3
35,32,6
7,35,3
9,35,3
14,35,3
22,35,3
23,35,3
25,35,3
29,35,3
6,37,3
11,37,3
14,37,3
25,37,3
35,37,3
47,37,3
7,39,3
22,39,3
23,39,3
25,39,3
29,39,3
6,41,3
25,41,3
31,41,3
32,41,3
47,41,3
6,42,3
14,42,3
17,42,3
22,42,3
25,42,3
35,42,3
39,42,3
14,44,3
16,44,3
17,44,3
25,44,3
35,44,3
45,44,3
48,44,3
14,45,3
22,45,3
25,45,3
47,45,3
48,45,3
3,47,3
11,47,3
25,47,3
35,47,3
44,47,3
45,47,3
11,48,3
14,48,3
22,48,3
25,48,3
42,48,3
