source,target,weight
15,27,3
10,17,3
25,31,3
18,4,3
7,25,3
17,25,3
13,30,3
13,32,3
6,25,3
11,27,3
25,15,3
7,28,3
8,15,3
18,35,5
31,15,3
26,37,3
4,35,3
19,13,3
26,18,3
7,35,3
18,25,3
26,1,3
8,31,3
30,11,3
31,2,3
11,15,3
35,26,3
4,32,3
2,1,3
26,2,3
32,6,3
19,33,3
7,2,3
7,15,3
31,18,3
4,37,3
28,27,3
1,10,3
8,6,3
8,25,3
31,11,3
10,19,3
7,18,3
13,6,3
26,30,3
7,31,3
2,7,3
30,15,3
28,11,3
25,37,3
4,17,3
7,4,3
31,27,3
18,11,3
35,6,3
27,15,3
30,31,3
27,37,3
7,11,3
6,17,3
32,33,3
1,25,3
25,4,3
7,33,3
35,33,3
33,17,3
4,13,3
28,2,3
1,32,3
31,28,3
18,2,3
25,18,3
7,27,3
27,19,3
1,4,3
25,7,3
18,28,3
37,33,3
18,26,4
11,7,3
1,35,3
31,7,3
7,13,3
7,30,3
17,26,3
8,4,3
13,33,3
25,6,5
19,26,3
15,31,3
25,27,3
32,37,3
28,30,3
8,1,3
33,19,3
35,28,3
31,25,3
19,10,3
17,19,3
7,32,3
1,13,3
27,13,3
8,30,3
4,25,3
10,1,3
8,17,3
6,19,3
37,6,3
15,2,3
17,30,3
27,7,3
17,35,3
37,32,3
2,15,3
19,30,3
