source,target,weight
37,10,3
25,31,3
18,4,3
7,25,3
25,1,3
27,2,3
26,6,3
37,35,3
7,6,3
37,13,3
10,18,3
7,19,3
25,15,3
7,28,3
31,35,3
27,28,3
17,18,3
28,31,3
27,1,3
18,35,3
8,2,3
19,13,3
19,10,3
31,7,3
25,10,3
7,35,3
18,25,3
4,15,3
4,26,3
31,2,3
7,8,3
18,15,4
18,26,4
33,18,3
7,2,3
25,30,3
7,15,3
31,18,3
4,37,3
7,1,3
35,8,3
7,37,3
31,11,3
15,25,3
17,1,3
7,18,3
11,26,3
7,31,3
27,31,3
17,27,4
17,28,3
15,28,3
35,19,3
19,1,3
18,11,5
15,30,3
15,7,3
27,26,3
4,8,3
13,37,3
10,15,3
8,19,3
31,13,3
7,11,3
30,18,3
17,15,3
32,33,3
37,31,3
25,4,3
7,33,3
35,33,3
17,33,3
17,4,3
35,7,3
25,35,3
37,8,3
18,2,3
25,18,3
7,27,3
25,7,3
15,4,3
27,4,3
18,28,3
4,2,3
28,7,3
33,11,3
6,8,3
7,13,3
33,37,3
7,30,3
27,30,3
25,2,3
28,25,3
32,1,3
15,31,3
31,26,3
25,27,3
37,27,3
18,8,3
25,8,3
26,15,3
7,4,3
8,1,3
15,35,3
8,33,3
2,35,4
7,10,3
31,25,3
11,18,3
6,37,3
13,11,4
17,19,3
1,13,3
8,30,3
30,10,3
4,25,3
10,28,3
25,28,3
31,28,3
13,1,5
37,4,3
26,27,3
7,26,3
26,19,3
27,18,3
37,6,3
17,35,3
31,33,3
30,7,3
11,6,3
26,4,3
