source,target,weight
5,3,3
21,3,3
22,3,3
30,3,3
34,3,3
41,3,3
10,5,3
21,5,3
22,5,3
26,5,3
34,5,3
47,5,3
5,8,3
17,8,3
21,8,3
22,8,3
34,8,3
5,10,3
17,10,3
21,10,3
22,10,3
34,10,3
17,14,3
20,14,3
21,14,3
22,14,3
34,14,3
36,14,3
5,16,3
28,16,3
33,16,3
34,16,3
5,17,3
16,17,3
21,17,3
22,17,3
34,17,3
5,18,3
17,18,3
21,18,3
22,18,3
28,18,3
34,18,3
5,20,3
16,20,3
21,20,3
22,20,3
34,20,3
42,20,3
5,21,3
17,21,3
28,21,3
34,21,3
36,21,3
5,22,3
16,22,3
28,22,3
30,22,3
34,22,3
5,24,3
14,24,3
16,24,3
28,24,3
34,24,3
47,24,3
5,26,3
21,26,3
22,26,3
28,26,3
34,26,3
5,29,3
17,29,3
22,29,3
28,29,3
32,29,3
34,29,3
5,30,3
34,30,3
39,30,3
42,30,3
47,30,3
5,32,3
16,32,3
28,32,3
34,32,3
42,32,3
5,33,3
28,33,3
34,33,3
39,33,3
3,34,3
5,34,3
17,34,3
21,34,3
22,34,3
45,34,3
5,36,3
10,36,3
21,36,3
22,36,3
30,36,3
34,36,3
46,36,3
5,39,3
16,39,3
17,39,3
22,39,3
34,39,3
5,41,3
17,41,3
32,41,3
34,41,3
39,41,3
5,42,3
16,42,3
21,42,3
28,42,3
34,42,3
5,45,3
10,45,3
17,45,3
21,45,3
22,45,3
34,45,3
5,46,3
16,46,3
21,46,3
28,46,3
34,46,3
5,47,3
17,47,3
21,47,3
28,47,3
34,47,3
