source,target,weight
19,3,3
22,3,3
32,3,3
43,3,3
48,3,3
3,4,3
10,4,3
19,4,3
36,4,3
43,4,3
19,7,3
21,7,3
36,7,3
43,7,3
62,7,3
19,8,3
20,8,3
29,8,3
36,8,3
43,8,3
49,8,3
61,8,3
13,10,3
19,10,3
43,10,3
53,10,3
60,10,3
8,13,3
10,13,3
19,13,3
43,13,3
48,13,3
8,19,3
22,19,3
36,19,3
43,19,6
48,19,6
19,20,3
22,20,3
36,20,3
43,20,3
44,20,3
48,20,3
53,20,3
61,20,3
62,20,3
4,21,3
19,21,3
22,21,3
34,21,3
36,21,3
43,21,3
44,21,3
49,21,3
19,22,3
29,22,3
34,22,3
36,22,3
43,22,3
52,22,3
60,22,3
10,23,3
19,23,3
43,23,3
48,23,3
62,23,3
19,29,3
21,29,3
31,29,3
36,29,3
38,29,3
43,29,3
54,29,3
62,29,3
19,31,3
20,31,3
22,31,3
43,31,3
45,31,3
53,31,3
61,31,3
8,32,3
19,32,3
29,32,3
43,32,3
48,32,3
62,32,3
7,34,3
19,34,3
22,34,3
31,34,3
36,34,3
38,34,3
43,34,3
44,34,3
48,34,3
7,36,3
19,36,3
38,36,3
43,36,3
49,36,3
52,36,3
4,38,3
7,38,3
19,38,3
22,38,3
36,38,3
43,38,3
48,38,3
53,38,3
54,38,3
3,42,3
19,42,3
36,42,3
43,42,3
48,42,3
53,42,3
19,43,3
29,43,3
45,43,3
49,43,3
52,43,3
53,43,3
62,43,3
13,44,3
19,44,3
22,44,3
23,44,3
36,44,3
43,44,3
52,44,3
53,44,3
19,45,3
23,45,3
31,45,3
36,45,3
43,45,3
48,45,3
53,45,3
62,45,3
63,45,3
13,48,3
19,48,3
38,48,3
43,48,3
44,48,3
53,48,3
19,49,3
31,49,3
34,49,3
43,49,3
52,49,3
62,49,3
19,52,3
20,52,3
31,52,3
43,52,3
44,52,3
45,52,3
48,52,3
53,52,3
13,53,3
19,53,3
29,53,3
36,53,3
43,53,3
62,53,3
8,54,3
19,54,3
20,54,3
36,54,3
43,54,3
62,54,3
19,60,3
22,60,3
43,60,3
19,61,3
31,61,3
43,61,3
48,61,3
53,61,3
19,62,3
29,62,3
32,62,3
43,62,3
54,62,3
64,62,3
13,63,3
19,63,3
31,63,3
36,63,3
43,63,3
61,63,3
19,64,3
43,64,3
44,64,3
48,64,3
60,64,3
62,64,3
