source,target,weight
19,3,3
22,3,3
42,3,3
43,3,3
19,4,3
36,4,3
43,4,3
54,4,3
62,4,3
3,7,3
19,7,3
43,7,3
53,7,3
62,7,3
19,8,3
29,8,3
36,8,3
38,8,3
43,8,3
48,8,3
19,10,3
36,10,3
43,10,3
4,13,3
43,13,3
22,19,6
42,19,3
43,19,6
4,20,3
19,20,3
23,20,3
43,20,3
54,20,3
4,21,3
19,21,3
31,21,3
43,21,3
44,21,3
48,21,3
61,21,3
64,21,3
4,22,3
43,22,3
48,22,3
49,22,3
52,22,3
60,22,3
19,23,3
29,23,3
32,23,3
43,23,3
62,23,3
7,29,3
19,29,3
22,29,3
36,29,3
43,29,3
44,29,3
64,29,3
7,31,3
22,31,3
32,31,3
43,31,3
48,31,3
61,31,3
19,32,3
22,32,3
43,32,3
19,34,3
22,34,3
43,34,3
44,34,3
61,34,3
63,34,3
8,36,3
19,36,3
43,36,3
48,36,3
54,36,3
61,36,3
19,38,3
29,38,3
36,38,3
43,38,3
53,38,3
64,38,3
19,42,3
36,42,3
43,42,3
7,43,3
19,43,3
22,43,3
32,43,3
48,43,3
60,43,3
13,44,3
19,44,3
34,44,3
43,44,3
49,44,3
62,44,3
64,44,3
13,45,3
19,45,3
43,45,3
53,45,3
62,45,3
4,48,3
23,48,3
43,48,3
62,48,3
19,49,3
34,49,3
43,49,3
44,49,3
61,49,3
4,52,3
20,52,3
43,52,3
54,52,3
62,52,3
19,53,3
22,53,3
43,53,3
48,53,3
52,53,3
19,54,3
29,54,3
43,54,3
62,54,3
42,60,3
43,60,3
62,60,3
19,61,3
43,61,3
44,61,3
48,61,3
49,61,3
60,61,3
64,61,3
19,62,6
22,62,3
43,62,6
49,62,3
52,62,3
13,63,3
19,63,3
23,63,3
43,63,3
62,63,3
19,64,3
29,64,3
34,64,3
43,64,3
44,64,3
49,64,3
