source,target,weight
16,6,3
14,17,3
30,26,3
15,20,3
14,4,3
6,35,4
29,27,3
14,18,3
16,22,3
27,1,3
18,35,3
8,2,4
14,15,3
35,16,3
26,1,4
30,11,3
11,15,3
15,16,3
6,16,4
24,8,3
16,35,3
18,26,3
20,26,3
20,17,3
16,29,3
12,24,3
16,9,3
29,26,3
35,14,3
16,4,3
17,1,3
16,26,3
22,29,3
8,22,3
14,8,3
16,1,3
16,20,3
24,2,3
2,29,3
33,22,3
9,8,3
16,14,3
12,9,3
16,17,3
22,20,3
27,20,3
9,33,3
24,14,3
1,14,3
8,29,4
33,6,3
9,24,3
33,11,3
30,24,3
16,11,3
16,30,3
16,33,3
27,4,3
14,35,3
14,16,3
16,8,3
11,29,3
16,27,3
2,4,3
11,2,3
16,2,3
26,16,3
16,24,3
22,2,3
12,33,3
15,35,3
30,9,3
14,27,3
16,15,3
6,22,4
20,18,3
35,17,3
16,18,3
22,15,3
29,18,3
16,12,3
14,11,3
26,27,3
27,18,3
18,14,3
2,15,3
