source,target,weight
15,27,3
14,17,3
12,11,3
16,6,3
16,9,3
14,4,3
18,4,3
22,6,3
29,27,3
29,8,3
14,18,3
12,6,3
11,22,3
16,22,3
14,1,3
26,17,3
29,17,3
18,35,3
30,14,3
29,30,3
14,24,3
1,17,3
14,15,3
4,35,3
24,29,3
14,2,3
1,12,3
29,20,3
29,1,3
29,14,3
14,8,3
1,26,3
16,35,3
26,2,3
29,4,3
35,4,3
22,33,3
14,22,3
6,29,3
17,11,3
16,29,3
22,16,3
27,16,3
29,26,3
35,14,3
33,2,3
26,33,4
16,4,3
11,9,3
17,1,3
14,6,3
29,33,3
16,26,3
4,11,3
16,1,3
14,12,3
17,12,4
16,20,3
1,30,3
9,8,5
14,26,3
16,14,3
14,9,3
12,9,3
1,20,3
16,17,3
29,15,3
9,33,4
29,22,3
29,16,3
6,15,3
20,27,3
16,11,3
16,30,3
16,33,3
14,35,3
33,1,3
14,29,3
29,6,3
15,24,3
14,16,3
16,8,3
16,27,3
14,30,3
29,9,3
16,2,3
35,18,3
29,35,3
16,24,3
27,29,3
29,18,3
9,15,3
33,26,3
29,12,3
16,15,3
6,22,3
20,18,3
16,18,3
18,24,3
4,14,3
24,35,3
29,2,3
14,20,3
29,11,3
16,12,3
14,11,3
27,18,3
22,8,3
29,24,3
11,6,3
