source,target,weight
15,27,3
12,1,3
16,6,3
16,9,3
14,4,3
29,27,3
20,35,3
11,22,3
24,14,3
12,17,3
29,17,3
2,6,3
18,35,3
16,15,3
29,30,3
14,24,3
29,11,3
14,2,3
20,14,3
2,17,3
29,20,3
27,12,3
33,4,3
29,1,3
8,18,3
29,14,3
15,16,3
14,8,3
17,8,3
16,8,3
2,11,3
16,35,3
26,2,3
8,9,3
14,33,3
29,4,3
14,22,3
27,33,3
17,6,3
6,29,3
17,11,3
16,29,3
27,16,4
29,26,4
26,33,4
16,4,3
30,20,3
17,1,3
24,15,3
14,6,3
29,33,3
11,26,3
16,26,3
29,16,4
33,24,3
29,8,3
2,33,3
6,16,3
16,1,3
17,12,3
16,20,3
27,15,3
4,22,3
35,29,3
16,14,3
22,33,3
16,17,3
26,20,3
16,22,3
18,27,3
35,27,3
29,22,3
29,9,3
16,11,3
6,18,3
11,30,3
16,30,3
2,20,3
16,33,3
22,4,3
27,8,3
14,29,3
29,6,3
20,24,3
24,16,3
16,27,4
12,26,3
9,12,3
9,1,3
14,30,3
4,18,3
11,2,3
16,2,3
35,18,3
15,8,3
29,35,3
16,24,3
27,29,3
4,9,3
15,35,3
30,9,3
14,27,3
29,12,3
15,18,3
6,22,3
16,18,3
1,24,3
8,30,3
29,2,3
29,18,3
29,15,3
27,35,3
16,12,3
14,11,3
20,2,3
27,18,3
26,22,3
18,29,3
29,24,4
2,15,3
